Date,EVENT_TYPE,BEGIN_LAT,BEGIN_LON
2018-8-26,Thunderstorm Wind,48.8,-97.5
2018-8-26,Thunderstorm Wind,48.4,-97.4
2018-8-31,Thunderstorm Wind,35.7,-81.3
2018-8-31,Thunderstorm Wind,35.0,-81.0
2018-8-20,Flash Flood,35.9,-81.9
2018-8-10,Flood,35.8,-82.0
2018-8-9,Lightning,41.6,-70.9
2018-8-9,Lightning,41.8,-70.0
2018-8-9,Lightning,41.7,-70.1
2018-8-9,Lightning,41.8,-69.9
2018-8-9,Lightning,41.8,-70.1
2018-8-9,Thunderstorm Wind,41.8,-70.0
2018-8-9,Thunderstorm Wind,41.8,-70.0
2018-8-19,Tornado,36.2,-95.4
2018-8-12,Marine Thunderstorm Wind,26.1,-97.3
2018-8-12,Thunderstorm Wind,25.9,-97.4
2018-8-12,Thunderstorm Wind,26.1,-97.5
2018-6-18,Heavy Rain,42.0,-94.0
2018-6-28,Thunderstorm Wind,41.3,-94.5
2018-4-15,Heavy Rain,37.3,-80.7
2018-8-4,Flood,41.0,-74.0
2018-8-4,Flash Flood,41.0,-74.1
2018-8-4,Flash Flood,41.0,-74.0
2018-8-4,Flash Flood,41.0,-74.0
2018-8-18,Hail,36.7,-105.6
2018-8-18,Thunderstorm Wind,36.6,-104.7
2018-8-20,Thunderstorm Wind,32.3,-92.7
2018-8-13,Flash Flood,40.0,-75.3
2018-8-6,Thunderstorm Wind,34.7,-86.0
2018-8-25,Marine Thunderstorm Wind,27.9,-82.7
2018-8-25,Marine Thunderstorm Wind,27.8,-82.5
2018-8-16,Thunderstorm Wind,36.9,-91.0
2018-8-31,Thunderstorm Wind,35.0,-106.6
2018-8-31,Flash Flood,40.3,-76.1
2018-8-31,Flash Flood,39.8,-76.0
2018-8-31,Flash Flood,40.3,-76.0
2018-8-3,Hail,41.2,-100.9
2018-8-3,Thunderstorm Wind,41.1,-100.9
2018-8-3,Thunderstorm Wind,41.1,-100.9
2018-8-7,Hail,41.9,-104.7
2018-8-7,Hail,41.5,-104.3
2018-8-26,Thunderstorm Wind,46.7,-97.3
2018-8-26,Hail,46.7,-97.1
2018-8-26,Hail,46.7,-96.9
2018-8-26,Hail,46.7,-96.8
2018-8-26,Hail,46.7,-96.8
2018-6-28,Thunderstorm Wind,41.4,-93.6
2018-4-15,Thunderstorm Wind,38.0,-79.5
2018-4-15,Thunderstorm Wind,37.0,-79.9
2018-4-16,Flood,37.7,-80.6
2018-8-19,Heavy Rain,42.1,-94.9
2018-8-19,Heavy Rain,42.3,-94.7
2018-8-19,Heavy Rain,42.7,-93.9
2018-8-10,Flash Flood,41.1,-80.6
2018-8-6,Thunderstorm Wind,41.5,-82.2
2018-8-29,Thunderstorm Wind,41.4,-82.2
2018-8-6,Hail,38.8,-104.8
2018-8-6,Hail,38.8,-104.8
2018-8-27,Thunderstorm Wind,48.6,-93.4
2018-8-24,Thunderstorm Wind,43.2,-93.2
2018-8-24,Hail,43.1,-93.4
2018-8-3,Thunderstorm Wind,46.0,-103.9
2018-8-3,Thunderstorm Wind,46.6,-101.8
2018-8-3,Hail,46.1,-102.2
2018-8-3,Hail,46.6,-101.5
2018-8-3,Hail,46.8,-100.9
2018-8-3,Hail,46.6,-101.5
2018-8-6,Hail,43.7,-99.2
2018-8-31,Thunderstorm Wind,36.5,-79.9
2018-8-12,Flash Flood,40.8,-72.8
2018-4-15,Tornado,37.2,-79.0
2018-8-2,Thunderstorm Wind,41.9,-86.6
2018-8-2,Thunderstorm Wind,42.0,-86.5
2018-8-2,Thunderstorm Wind,42.0,-86.2
2018-8-2,Thunderstorm Wind,41.9,-86.2
2018-8-2,Thunderstorm Wind,42.0,-86.4
2018-8-2,Thunderstorm Wind,41.8,-86.1
2018-8-6,Thunderstorm Wind,41.7,-85.2
2018-8-6,Thunderstorm Wind,41.2,-85.6
2018-8-12,Flash Flood,42.5,-71.0
2018-8-1,Flash Flood,37.3,-118.2
2018-8-2,Flash Flood,36.6,-118.1
2018-8-2,Thunderstorm Wind,35.1,-116.4
2018-8-2,Thunderstorm Wind,36.0,-115.2
2018-8-9,Flash Flood,35.6,-113.3
2018-8-6,Hail,40.3,-87.8
2018-8-6,Hail,40.2,-87.6
2018-8-7,Thunderstorm Wind,40.2,-89.4
2018-8-3,Flash Flood,41.9,-75.8
2018-8-3,Flash Flood,41.6,-76.5
2018-8-27,Heavy Rain,43.6,-91.2
2018-8-28,Hail,43.0,-92.9
2018-8-28,Hail,43.0,-92.9
2018-8-28,Hail,43.1,-92.4
2018-8-28,Thunderstorm Wind,43.0,-92.5
2018-8-28,Hail,43.1,-92.0
2018-8-28,Hail,43.1,-91.5
2018-8-28,Flood,43.5,-90.7
2018-8-28,Flood,43.5,-90.4
2018-8-8,Thunderstorm Wind,35.3,-78.4
2018-8-17,Thunderstorm Wind,40.9,-74.2
2018-4-15,Thunderstorm Wind,36.8,-79.4
2018-6-18,Heavy Rain,41.8,-94.2
2018-6-28,Thunderstorm Wind,41.2,-94.8
2018-8-31,Hail,39.0,-100.6
2018-8-31,Hail,39.0,-100.6
2018-8-27,Thunderstorm Wind,44.8,-91.5
2018-8-27,Thunderstorm Wind,45.4,-91.4
2018-8-27,Thunderstorm Wind,45.4,-91.0
2018-8-27,Thunderstorm Wind,45.5,-90.9
2018-8-27,Hail,45.6,-95.3
2018-5-2,Thunderstorm Wind,34.2,-99.3
2018-5-19,Hail,37.1,-92.8
2018-5-31,Thunderstorm Wind,38.6,-83.3
2018-5-31,Thunderstorm Wind,39.1,-84.9
2018-7-27,Marine Thunderstorm Wind,38.3,-77.0
2018-7-27,Marine Thunderstorm Wind,38.0,-76.3
2018-5-27,Thunderstorm Wind,38.4,-87.2
2018-5-19,Hail,37.6,-93.7
2018-5-31,Thunderstorm Wind,37.9,-87.1
2018-7-17,Flood,38.8,-77.0
2018-7-30,Flood,38.2,-76.4
2018-8-3,Heavy Rain,42.4,-73.8
2018-8-3,Heavy Rain,41.9,-74.0
2018-6-28,Thunderstorm Wind,41.4,-94.3
2018-6-28,Thunderstorm Wind,41.0,-94.2
2018-6-27,Thunderstorm Wind,35.4,-80.2
2018-6-27,Thunderstorm Wind,35.4,-80.0
2018-6-27,Thunderstorm Wind,35.3,-80.0
2018-6-27,Thunderstorm Wind,35.2,-80.0
2018-6-27,Thunderstorm Wind,35.3,-80.0
2018-6-21,Thunderstorm Wind,36.4,-79.1
2018-6-24,Thunderstorm Wind,35.4,-78.6
2018-6-29,Marine Thunderstorm Wind,47.9,-89.3
2018-6-29,Marine Thunderstorm Wind,47.3,-89.9
2018-6-29,Marine Thunderstorm Wind,48.1,-88.6
2018-6-29,Marine Thunderstorm Wind,47.4,-89.9
2018-6-29,Waterspout,46.6,-90.3
2018-6-29,Marine Thunderstorm Wind,47.3,-88.5
2018-6-29,Marine Thunderstorm Wind,47.3,-88.6
2018-6-29,Marine Thunderstorm Wind,46.6,-90.4
2018-6-29,Marine Thunderstorm Wind,47.1,-88.8
2018-7-21,Flood,39.1,-77.3
2018-7-21,Flood,38.8,-77.1
2018-7-21,Flood,38.6,-77.5
2018-7-21,Flood,38.9,-77.2
2018-6-10,Thunderstorm Wind,38.1,-78.5
2018-6-10,Thunderstorm Wind,38.0,-78.6
2018-6-10,Thunderstorm Wind,38.0,-78.5
2018-6-18,Thunderstorm Wind,38.1,-78.6
2018-6-18,Thunderstorm Wind,38.2,-78.5
2018-6-18,Thunderstorm Wind,38.1,-78.6
2018-6-18,Thunderstorm Wind,38.0,-78.5
2018-6-18,Thunderstorm Wind,39.4,-77.0
2018-6-18,Thunderstorm Wind,39.4,-77.0
2018-6-3,Flood,38.4,-78.9
2018-6-3,Flood,38.5,-78.3
2018-6-3,Flood,38.8,-78.7
2018-6-3,Flood,39.2,-78.4
2018-6-3,Flood,38.9,-78.2
2018-6-3,Flood,38.8,-77.3
2018-6-12,Hail,37.1,-101.0
2018-6-12,Hail,37.3,-101.8
2018-6-12,Hail,37.5,-101.7
2018-6-12,Hail,37.9,-101.8
2018-6-12,Hail,37.6,-101.4
2018-6-12,Hail,37.6,-101.4
2018-6-6,Thunderstorm Wind,37.8,-100.3
2018-6-22,Hail,38.0,-102.0
2018-6-22,Thunderstorm Wind,38.5,-100.7
2018-7-21,Flash Flood,39.2,-76.7
2018-7-21,Flood,39.2,-76.7
2018-7-21,Flood,38.2,-76.5
2018-5-14,Thunderstorm Wind,38.3,-77.6
2018-5-14,Thunderstorm Wind,38.3,-77.5
2018-6-19,Thunderstorm Wind,34.8,-82.7
2018-6-20,Hail,35.1,-82.4
2018-6-20,Thunderstorm Wind,35.1,-82.4
2018-6-20,Hail,35.4,-82.6
2018-6-20,Thunderstorm Wind,35.1,-80.5
2018-6-23,Thunderstorm Wind,35.4,-83.7
2018-6-23,Thunderstorm Wind,35.3,-83.3
2018-6-23,Thunderstorm Wind,34.9,-83.6
2018-6-2,Thunderstorm Wind,37.1,-91.4
2018-6-2,Thunderstorm Wind,37.2,-91.4
2018-6-2,Thunderstorm Wind,37.1,-91.3
2018-6-2,Thunderstorm Wind,36.7,-91.5
2018-6-2,Thunderstorm Wind,36.5,-91.5
2018-6-2,Flood,37.4,-91.4
2018-6-2,Thunderstorm Wind,36.6,-91.4
2018-6-8,Hail,40.3,-87.0
2018-6-8,Hail,40.3,-85.8
2018-6-8,Hail,40.3,-85.8
2018-6-17,Thunderstorm Wind,39.8,-81.6
2018-6-18,Thunderstorm Wind,41.1,-79.8
2018-6-18,Thunderstorm Wind,41.1,-79.7
2018-6-18,Thunderstorm Wind,41.2,-79.5
2018-6-8,Hail,46.9,-97.6
2018-6-8,Tornado,46.9,-97.6
2018-6-8,Thunderstorm Wind,47.7,-97.3
2018-6-8,Thunderstorm Wind,47.7,-97.3
2018-6-8,Thunderstorm Wind,46.9,-97.6
2018-6-29,Thunderstorm Wind,48.1,-98.9
2018-6-29,Thunderstorm Wind,48.0,-98.9
2018-6-29,Thunderstorm Wind,47.7,-98.4
2018-6-29,Thunderstorm Wind,47.5,-98.2
2018-6-29,Thunderstorm Wind,47.6,-95.0
2018-6-29,Thunderstorm Wind,47.6,-94.9
2018-6-29,Thunderstorm Wind,47.2,-95.2
2018-6-29,Thunderstorm Wind,47.9,-95.0
2018-6-3,Flash Flood,39.8,-75.7
2018-6-5,Thunderstorm Wind,39.1,-75.7
2018-6-13,Thunderstorm Wind,41.2,-75.6
2018-6-13,Thunderstorm Wind,40.9,-75.1
2018-6-13,Thunderstorm Wind,40.9,-74.9
2018-5-14,Thunderstorm Wind,39.6,-78.3
2018-5-14,Thunderstorm Wind,38.6,-79.3
2018-5-14,Thunderstorm Wind,39.2,-77.8
2018-5-15,Flash Flood,39.3,-77.6
2018-5-15,Flash Flood,39.4,-77.7
2018-5-15,Flash Flood,39.4,-77.7
2018-5-4,Thunderstorm Wind,42.2,-73.5
2018-5-14,Hail,39.4,-103.8
2018-5-14,Hail,39.4,-103.5
2018-5-14,Hail,39.4,-103.5
2018-5-14,Hail,39.4,-103.3
2018-5-18,Tornado,40.3,-105.6
2018-8-21,Flood,38.8,-77.2
2018-8-31,Flash Flood,39.7,-76.4
2018-8-31,Flash Flood,39.5,-76.3
2018-8-31,Flash Flood,39.5,-76.4
2018-8-31,Flash Flood,39.5,-76.3
2018-8-31,Flash Flood,39.5,-76.3
2018-8-31,Flash Flood,39.5,-76.3
2018-6-21,Thunderstorm Wind,48.3,-118.4
2018-6-22,Hail,48.6,-117.9
2018-6-25,Thunderstorm Wind,48.7,-119.6
2018-6-23,Flash Flood,18.0,-66.0
2018-6-25,Thunderstorm Wind,48.7,-118.8
2018-6-25,Thunderstorm Wind,48.5,-119.6
2018-6-20,Flood,43.2,-95.2
2018-6-21,Flood,42.9,-95.5
2018-5-15,Flood,39.2,-76.6
2018-5-31,Marine Thunderstorm Wind,38.4,-76.4
2018-5-31,Marine Thunderstorm Wind,38.1,-76.5
2018-5-26,Thunderstorm Wind,39.1,-78.4
2018-5-26,Thunderstorm Wind,38.4,-78.0
2018-5-31,Thunderstorm Wind,39.5,-78.0
2018-5-31,Thunderstorm Wind,39.5,-78.0
2018-6-13,Thunderstorm Wind,41.7,-77.1
2018-6-13,Thunderstorm Wind,41.7,-77.0
2018-6-13,Thunderstorm Wind,40.6,-78.7
2018-6-18,Thunderstorm Wind,41.0,-76.7
2018-6-18,Thunderstorm Wind,41.0,-76.6
2018-6-18,Thunderstorm Wind,41.8,-79.4
2018-6-28,Thunderstorm Wind,33.2,-86.3
2018-6-28,Thunderstorm Wind,33.0,-86.4
2018-6-28,Thunderstorm Wind,33.4,-86.7
2018-6-24,Thunderstorm Wind,35.2,-84.9
2018-6-24,Thunderstorm Wind,35.0,-84.5
2018-6-24,Thunderstorm Wind,35.0,-84.9
2018-6-24,Thunderstorm Wind,36.4,-83.5
2018-6-24,Thunderstorm Wind,36.4,-83.5
2018-6-24,Thunderstorm Wind,35.6,-84.6
2018-6-22,Thunderstorm Wind,35.0,-85.6
2018-7-21,Thunderstorm Wind,36.6,-80.2
2018-7-25,Hail,37.3,-78.8
2018-7-25,Thunderstorm Wind,36.2,-80.9
2018-7-30,Thunderstorm Wind,36.7,-80.1
2018-7-30,Thunderstorm Wind,36.6,-80.2
2018-7-7,Heavy Rain,34.5,-110.1
2018-6-11,Thunderstorm Wind,39.4,-95.8
2018-6-11,Thunderstorm Wind,39.1,-95.9
2018-6-11,Thunderstorm Wind,39.1,-95.7
2018-6-11,Thunderstorm Wind,39.1,-95.7
2018-6-11,Thunderstorm Wind,39.1,-95.6
2018-6-11,Thunderstorm Wind,39.1,-95.7
2018-6-11,Thunderstorm Wind,39.0,-95.6
2018-6-11,Hail,39.1,-95.8
2018-6-7,Hail,28.7,-81.1
2018-6-7,Hail,28.4,-81.4
2018-6-8,Marine Thunderstorm Wind,28.0,-80.5
2018-6-8,Marine Thunderstorm Wind,28.6,-80.6
2018-6-8,Marine Thunderstorm Wind,28.6,-80.6
2018-6-21,Hail,33.4,-105.2
2018-6-22,Hail,36.9,-103.7
2018-6-22,Thunderstorm Wind,34.7,-102.7
2018-6-6,Marine Thunderstorm Wind,28.5,-80.5
2018-6-6,Marine Thunderstorm Wind,28.4,-80.6
2018-6-6,Waterspout,28.7,-80.6
2018-6-21,Flood,39.3,-81.5
2018-6-21,Flash Flood,38.7,-81.6
2018-6-21,Flood,39.3,-81.4
2018-6-21,Flood,39.3,-81.0
2018-6-22,Flash Flood,39.4,-80.5
2018-6-22,Flash Flood,39.3,-80.3
2018-6-22,Flash Flood,39.1,-80.5
2018-6-21,Flash Flood,38.5,-81.7
2018-6-26,Thunderstorm Wind,37.9,-88.5
2018-6-26,Thunderstorm Wind,37.6,-87.3
2018-6-6,Hail,44.1,-108.9
2018-6-24,Thunderstorm Wind,38.1,-78.5
2018-6-24,Thunderstorm Wind,38.3,-78.4
2018-6-24,Thunderstorm Wind,38.3,-78.4
2018-6-19,Marine Thunderstorm Wind,38.2,-77.0
2018-6-24,Marine Thunderstorm Wind,39.3,-76.4
2018-6-3,Hail,32.4,-103.8
2018-6-29,Funnel Cloud,44.2,-108.2
2018-6-29,Hail,44.2,-106.2
2018-6-16,Thunderstorm Wind,33.5,-82.0
2018-6-16,Thunderstorm Wind,33.2,-82.2
2018-6-16,Thunderstorm Wind,33.5,-82.0
2018-6-16,Hail,33.5,-82.0
2018-6-22,Thunderstorm Wind,33.4,-82.0
2018-6-22,Thunderstorm Wind,34.2,-81.5
2018-6-22,Thunderstorm Wind,34.1,-81.5
2018-6-22,Thunderstorm Wind,34.2,-81.4
2018-6-10,Thunderstorm Wind,40.7,-90.0
2018-6-10,Thunderstorm Wind,40.1,-87.7
2018-6-11,Flash Flood,39.5,-89.5
2018-6-11,Flash Flood,39.7,-89.5
2018-6-26,Tornado,42.6,-90.5
2018-6-26,Funnel Cloud,42.7,-90.5
2018-6-26,Funnel Cloud,44.1,-92.5
2018-6-28,Thunderstorm Wind,38.1,-88.3
2018-6-28,Thunderstorm Wind,37.6,-89.0
2018-6-28,Thunderstorm Wind,37.9,-88.3
2018-6-28,Thunderstorm Wind,37.1,-88.6
2018-6-3,Thunderstorm Wind,30.1,-93.9
2018-6-28,Marine Thunderstorm Wind,30.0,-85.5
2018-6-3,Thunderstorm Wind,33.9,-91.0
2018-6-3,Thunderstorm Wind,33.6,-90.8
2018-6-14,Thunderstorm Wind,36.7,-102.5
2018-6-28,Thunderstorm Wind,30.5,-85.1
2018-6-28,Thunderstorm Wind,30.4,-84.3
2018-6-30,Thunderstorm Wind,30.5,-86.0
2018-6-30,Thunderstorm Wind,30.4,-85.7
2018-6-30,Thunderstorm Wind,30.3,-85.5
2018-6-28,Thunderstorm Wind,31.2,-85.4
2018-6-4,Flash Flood,30.5,-98.2
2018-6-4,Flash Flood,30.4,-98.4
2018-6-4,Flash Flood,30.4,-98.3
2018-6-25,Thunderstorm Wind,33.4,-82.0
2018-6-13,Hail,29.5,-98.7
2018-6-13,Thunderstorm Wind,29.5,-98.7
2018-6-13,Thunderstorm Wind,29.5,-98.6
2018-6-29,Hail,47.7,-92.2
2018-6-29,Hail,47.8,-93.7
2018-6-1,Flood,38.7,-77.6
2018-6-1,Flood,38.4,-78.9
2018-6-1,Flood,38.2,-78.4
2018-7-4,Heavy Rain,42.1,-93.6
2018-7-4,Heavy Rain,42.0,-93.7
2018-7-4,Heavy Rain,42.7,-94.7
2018-7-4,Heavy Rain,42.7,-94.7
2018-6-1,Thunderstorm Wind,42.4,-96.4
2018-6-1,Thunderstorm Wind,43.2,-99.4
2018-6-1,Thunderstorm Wind,43.5,-99.1
2018-6-1,Thunderstorm Wind,43.1,-98.2
2018-6-1,Thunderstorm Wind,43.4,-97.1
2018-6-7,Thunderstorm Wind,45.6,-103.6
2018-6-7,Thunderstorm Wind,44.7,-103.6
2018-6-8,Hail,44.5,-104.8
2018-6-8,Hail,44.2,-103.4
2018-6-8,Hail,44.2,-103.4
2018-6-8,Hail,44.2,-103.5
2018-6-8,Hail,44.2,-103.3
2018-6-8,Hail,44.2,-103.5
2018-6-8,Hail,44.1,-103.4
2018-6-8,Hail,44.1,-103.4
2018-6-29,Thunderstorm Wind,44.5,-101.9
2018-6-29,Thunderstorm Wind,44.5,-101.5
2018-6-29,Thunderstorm Wind,44.3,-101.3
2018-6-29,Thunderstorm Wind,44.3,-101.3
2018-6-29,Thunderstorm Wind,44.6,-101.2
2018-6-29,Thunderstorm Wind,44.9,-101.5
2018-6-29,Thunderstorm Wind,44.9,-101.5
2018-6-29,Funnel Cloud,44.8,-103.8
2018-6-22,Flood,38.3,-78.1
2018-6-22,Flood,38.3,-78.0
2018-6-22,Flood,38.3,-77.8
2018-6-22,Flood,38.3,-78.0
2018-6-22,Flood,38.4,-77.8
2018-6-26,Hail,47.1,-102.4
2018-6-26,Hail,47.1,-102.3
2018-6-26,Hail,46.2,-103.4
2018-6-26,Funnel Cloud,46.9,-102.8
2018-6-1,Tornado,47.8,-102.7
2018-6-1,Tornado,46.9,-102.1
2018-6-1,Tornado,47.1,-102.1
2018-6-28,Hail,47.9,-103.3
2018-6-29,Thunderstorm Wind,47.3,-100.7
2018-6-29,Thunderstorm Wind,47.3,-101.0
2018-12-3,Flood,31.2,-81.9
2018-12-1,Heavy Rain,31.1,-82.6
2018-7-19,Tornado,41.4,-92.9
2018-7-19,Tornado,41.4,-92.9
2018-7-19,Tornado,41.2,-92.6
2018-7-19,Funnel Cloud,42.8,-94.5
2018-7-19,Funnel Cloud,42.2,-93.6
2018-7-19,Funnel Cloud,41.9,-93.4
2018-6-6,Thunderstorm Wind,41.4,-92.9
2018-6-17,Thunderstorm Wind,41.2,-101.7
2018-6-17,Thunderstorm Wind,41.3,-101.7
2018-6-17,Thunderstorm Wind,41.5,-100.7
2018-6-17,Tornado,41.1,-102.2
2018-6-17,Tornado,41.2,-101.9
2018-6-9,Hail,47.1,-110.1
2018-6-21,Thunderstorm Wind,45.4,-111.7
2018-6-21,Thunderstorm Wind,45.2,-111.7
2018-6-21,Thunderstorm Wind,45.0,-112.0
2018-6-21,Thunderstorm Wind,46.5,-110.9
2018-6-21,Hail,46.9,-109.3
2018-6-19,Marine Thunderstorm Wind,27.6,-97.3
2018-6-20,Marine Thunderstorm Wind,27.6,-97.3
2018-6-20,Marine Thunderstorm Wind,28.1,-97.1
2018-6-20,Marine Thunderstorm Wind,28.0,-97.0
2018-6-19,Marine Thunderstorm Wind,28.4,-96.4
2018-6-20,Marine Thunderstorm Wind,27.7,-96.2
2018-6-13,Thunderstorm Wind,42.1,-78.5
2018-6-13,Thunderstorm Wind,42.4,-78.4
2018-6-13,Thunderstorm Wind,42.1,-78.4
2018-10-31,Thunderstorm Wind,29.5,-95.2
2018-6-13,Thunderstorm Wind,43.7,-73.5
2018-10-31,Thunderstorm Wind,29.8,-94.8
2018-10-31,Thunderstorm Wind,29.4,-94.9
2018-10-31,Thunderstorm Wind,29.3,-94.8
2018-6-26,Thunderstorm Wind,38.8,-94.3
2018-6-26,Thunderstorm Wind,38.9,-94.0
2018-6-26,Thunderstorm Wind,38.8,-94.1
2018-6-26,Thunderstorm Wind,38.8,-93.7
2018-6-26,Thunderstorm Wind,38.7,-94.0
2018-6-26,Thunderstorm Wind,38.7,-94.0
2018-6-7,Hail,35.6,-97.7
2018-6-7,Hail,35.6,-97.8
2018-6-7,Hail,35.5,-97.5
2018-6-7,Hail,35.6,-97.7
2018-6-7,Hail,35.5,-97.7
2018-6-7,Flash Flood,35.6,-97.7
2018-6-10,Thunderstorm Wind,33.9,-82.1
2018-6-10,Thunderstorm Wind,33.5,-81.6
2018-6-11,Thunderstorm Wind,33.9,-80.8
2018-6-11,Thunderstorm Wind,33.7,-80.8
2018-6-11,Thunderstorm Wind,34.0,-80.2
2018-6-11,Thunderstorm Wind,34.0,-80.0
2018-6-11,Thunderstorm Wind,33.2,-81.5
2018-6-11,Thunderstorm Wind,33.9,-81.1
2018-6-11,Hail,34.0,-80.9
2018-6-11,Hail,34.0,-80.9
2018-6-27,Thunderstorm Wind,34.6,-80.8
2018-6-27,Thunderstorm Wind,33.9,-80.7
2018-6-27,Thunderstorm Wind,33.9,-80.7
2018-6-27,Thunderstorm Wind,33.9,-80.8
2018-6-27,Lightning,33.5,-82.0
2018-6-29,Thunderstorm Wind,34.2,-80.7
2018-6-29,Thunderstorm Wind,34.2,-80.9
2018-6-1,Thunderstorm Wind,39.2,-84.2
2018-6-9,Flood,40.0,-83.9
2018-6-9,Flood,39.9,-83.1
2018-8-9,Thunderstorm Wind,32.8,-83.6
2018-8-9,Thunderstorm Wind,34.6,-83.6
2018-8-9,Thunderstorm Wind,32.9,-84.6
2018-8-9,Thunderstorm Wind,32.5,-83.6
2018-8-9,Thunderstorm Wind,32.8,-84.2
2018-6-24,Thunderstorm Wind,35.4,-78.6
2018-6-24,Thunderstorm Wind,35.2,-78.3
2018-6-24,Thunderstorm Wind,35.2,-78.2
2018-6-24,Thunderstorm Wind,35.3,-78.7
2018-6-24,Thunderstorm Wind,35.5,-78.8
2018-6-24,Thunderstorm Wind,35.1,-78.5
2018-6-29,Marine Thunderstorm Wind,47.2,-88.6
2018-6-29,Marine Thunderstorm Wind,47.2,-88.6
2018-6-29,Marine Thunderstorm Wind,47.2,-88.2
2018-6-29,Marine Thunderstorm Wind,46.9,-88.4
2018-6-4,Thunderstorm Wind,31.6,-94.7
2018-7-21,Flood,38.7,-77.5
2018-7-21,Flood,38.8,-77.4
2018-7-21,Flood,39.0,-77.0
2018-7-21,Flood,38.1,-77.6
2018-7-21,Flood,38.7,-77.6
2018-6-18,Thunderstorm Wind,39.3,-76.9
2018-6-18,Thunderstorm Wind,39.4,-76.7
2018-6-18,Thunderstorm Wind,39.4,-76.7
2018-6-18,Thunderstorm Wind,39.4,-76.6
2018-6-19,Thunderstorm Wind,38.9,-77.1
2018-6-19,Thunderstorm Wind,38.9,-77.0
2018-6-19,Thunderstorm Wind,39.1,-77.8
2018-6-20,Thunderstorm Wind,38.2,-78.1
2018-6-20,Thunderstorm Wind,38.3,-78.0
2018-6-20,Thunderstorm Wind,38.2,-77.9
2018-6-20,Thunderstorm Wind,38.3,-78.5
2018-6-3,Flood,38.9,-78.0
2018-6-3,Flood,38.3,-77.5
2018-6-3,Flood,38.3,-77.5
2018-6-3,Flood,38.3,-77.4
2018-6-3,Flood,38.4,-77.4
2018-6-3,Flood,38.4,-77.5
2018-6-3,Flood,38.5,-77.5
2018-6-22,Thunderstorm Wind,37.9,-100.7
2018-6-22,Thunderstorm Wind,37.8,-100.0
2018-6-22,Thunderstorm Wind,37.2,-100.9
2018-6-22,Thunderstorm Wind,37.8,-100.0
2018-6-22,Thunderstorm Wind,37.6,-98.9
2018-6-22,Thunderstorm Wind,37.6,-98.9
2018-6-22,Thunderstorm Wind,37.5,-98.8
2018-6-22,Thunderstorm Wind,37.3,-98.6
2018-6-22,Thunderstorm Wind,37.0,-101.0
2018-6-23,Thunderstorm Wind,37.8,-100.1
2018-5-14,Thunderstorm Wind,39.0,-77.2
2018-5-14,Thunderstorm Wind,38.2,-77.1
2018-5-14,Thunderstorm Wind,39.0,-77.4
2018-5-14,Thunderstorm Wind,38.7,-77.5
2018-5-14,Thunderstorm Wind,39.0,-77.5
2018-5-14,Thunderstorm Wind,38.2,-78.1
2018-6-23,Thunderstorm Wind,34.8,-83.0
2018-6-23,Thunderstorm Wind,34.9,-82.7
2018-6-23,Thunderstorm Wind,35.1,-82.6
2018-6-24,Thunderstorm Wind,34.9,-83.4
2018-6-24,Thunderstorm Wind,34.9,-83.1
2018-6-24,Thunderstorm Wind,35.1,-81.9
2018-6-24,Thunderstorm Wind,34.9,-82.8
2018-6-8,Hail,40.3,-85.8
2018-6-8,Hail,40.3,-85.8
2018-6-8,Thunderstorm Wind,40.3,-85.8
2018-6-8,Hail,40.3,-85.8
2018-6-28,Hail,47.1,-93.6
2018-6-28,Funnel Cloud,46.8,-92.3
2018-6-18,Thunderstorm Wind,41.1,-79.4
2018-6-18,Thunderstorm Wind,41.0,-78.9
2018-6-18,Thunderstorm Wind,41.6,-79.4
2018-6-18,Thunderstorm Wind,41.5,-79.5
2018-6-8,Tornado,48.1,-98.2
2018-6-8,Thunderstorm Wind,47.7,-97.1
2018-6-8,Tornado,46.7,-97.3
2018-6-8,Tornado,48.0,-97.9
2018-6-8,Hail,46.8,-97.3
2018-6-29,Thunderstorm Wind,46.9,-98.0
2018-6-29,Thunderstorm Wind,48.0,-98.1
2018-6-29,Thunderstorm Wind,47.8,-98.2
2018-6-29,Thunderstorm Wind,48.0,-98.4
2018-6-29,Thunderstorm Wind,47.5,-94.9
2018-6-29,Thunderstorm Wind,47.9,-94.6
2018-6-29,Thunderstorm Wind,48.0,-94.5
2018-6-29,Thunderstorm Wind,47.9,-94.5
2018-5-14,Thunderstorm Wind,38.6,-79.4
2018-5-14,Thunderstorm Wind,38.9,-77.0
2018-5-14,Thunderstorm Wind,38.8,-76.8
2018-5-14,Thunderstorm Wind,39.0,-76.8
2018-5-14,Hail,39.3,-78.3
2018-5-15,Thunderstorm Wind,38.6,-78.8
2018-5-15,Thunderstorm Wind,38.6,-78.8
2018-5-21,Tornado,39.4,-104.2
2018-8-21,Flood,38.3,-78.5
2018-8-21,Flood,38.5,-78.2
2018-8-21,Flood,38.5,-78.2
2018-8-21,Flood,38.7,-78.1
2018-6-1,Thunderstorm Wind,34.2,-82.7
2018-6-1,Thunderstorm Wind,34.2,-82.2
2018-6-1,Thunderstorm Wind,34.6,-82.1
2018-8-31,Flood,39.6,-76.2
2018-6-25,Thunderstorm Wind,49.0,-119.5
2018-6-25,Thunderstorm Wind,48.1,-120.1
2018-6-25,Thunderstorm Wind,48.9,-119.0
